ID_Cliente,Regiao,Canal_Venda,Porte_Cliente,Segmento,Tempo_Relacionamento_meses,Recencia_dias,Frequencia_pedidos_ano,Ticket_Medio_R$,N_Categorias_Compradas,Faturamento_Anual_R$,Desconto_Medio_%,Satisfacao_NPS_1a10,Chamados_Suporte_ano,Atraso_Medio_Pagamento_dias,Comprou_Cutelaria,Comprou_Panelas,Comprou_Utilidades_Cozinha,Comprou_Ferramentas,Comprou_Eletroportateis,Comprou_Moveis,Comprou_Talheres,Comprou_Jardinagem,Churn,Desconto_Medio_%_ausente,Satisfacao_NPS_1a10_ausente,Faturamento_Anual_R$_original,Porte_Cliente_ord,Churn_bin,Regiao_Centro-Oeste,Regiao_Nordeste,Regiao_Norte,Regiao_Sudeste,Regiao_Sul,Canal_Venda_Atacado,Canal_Venda_Distribuidor,Canal_Venda_E-commerce,Canal_Venda_Marketplace,Canal_Venda_Varejo Físico,Segmento_Corporativo,Segmento_Doméstico,Segmento_Profissional/Food Service,Faturamento_por_Pedido,Total_Categorias_Compradas,Cliente_Insatisfeito,Tempo_Relacionamento_meses_z,Recencia_dias_z,Frequencia_pedidos_ano_z,Ticket_Medio_R$_z,N_Categorias_Compradas_z,Faturamento_Anual_R$_z,Desconto_Medio_%_z,Satisfacao_NPS_1a10_z,Chamados_Suporte_ano_z,Atraso_Medio_Pagamento_dias_z,Porte_Cliente_ord_z,Faturamento_por_Pedido_z,Total_Categorias_Compradas_z
TRM1155,Sudeste,Varejo Físico,Pequeno,Doméstico,39,76,4,169.37,4,828.5,12.0,7.0,3,3,1,1,1,0,0,0,1,0,Sim,0,0,828.5,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,207.125,4,0,0.15669274374326234,0.1281026611583011,-0.8894110618700684,-0.7902441184981779,-0.252049346344191,-0.8311094363161935,0.7595265531748767,-0.2908467182356394,-0.2965493705025122,-0.448759730212768,-0.8682431421244592,-0.8027918349883317,-0.252049346344191
TRM1156,Sudeste,Varejo Físico,Grande,Corporativo,61,26,36,1410.82,6,22650.383749999997,14.1,7.7,2,13,1,1,1,0,1,0,1,1,Não,0,0,66297.87,3,0,0,0,0,1,0,0,0,0,0,1,1,0,0,629.1773263888888,6,0,1.256425865475115,-1.0078690953614216,2.4864557423082934,2.8523215202171595,1.1275891810134877,2.014396163879741,1.2557590505225886,0.23118585295653327,-0.7754489750407306,1.1876712635504814,1.819176107308391,0.4611439645557852,1.1275891810134877
TRM1157,Sudeste,Marketplace,Pequeno,Doméstico,22,87,5,163.46,4,939.12,5.5,7.9,3,0,1,1,0,0,0,1,0,1,Sim,0,0,939.12,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,187.824,4,0,-0.6931010321404419,0.37801644759264,-0.7839152242394946,-0.8075847789555524,-0.252049346344191,-0.816684933230218,-0.776431176710898,0.38033801615429697,-0.2965493705025122,-0.9396890283417427,-0.8682431421244592,-0.8605932575648363,-0.252049346344191
TRM1158,Nordeste,Varejo Físico,Pequeno,Corporativo,10,64,6,318.01,5,2335.31,8.3,3.9,6,0,1,1,1,1,0,0,0,1,Sim,0,0,2335.31,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,389.2183333333333,5,1,-1.292955462175998,-0.14453056040643233,-0.6784193866089208,-0.354116238568541,0.4377699173346484,-0.6346261105615489,-0.11478784691394872,-2.602705247800975,1.140149443112143,-0.9396890283417427,-0.8682431421244592,-0.2574701569216871,0.4377699173346484
TRM1159,Nordeste,Atacado,Pequeno,Doméstico,54,90,11,195.55,5,2696.2,6.1,7.4,2,0,1,1,1,0,0,1,1,0,Não,0,0,2696.2,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,245.1090909090909,5,0,0.9065107812877072,0.4461747529838234,-0.15094019845605175,-0.7134288070304848,0.4377699173346484,-0.5875671798193891,-0.6346504631829805,0.0074576081598880205,-0.7754489750407306,-0.9396890283417427,-0.8682431421244592,-0.6890394651722223,0.4377699173346484
TRM1160,Sul,Distribuidor,Pequeno,Doméstico,9,55,6,224.49,2,1624.0,14.5,7.1,5,2,1,0,1,0,0,0,0,0,Não,0,0,1624.0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,270.6666666666667,2,0,-1.3429433313456276,-0.3490054765799824,-0.6784193866089208,-0.6285153191055407,-1.6316878737018699,-0.7273787166914102,1.350279526207867,-0.21627063663675788,0.6612498385739246,-0.6124028295890929,-0.8682431421244592,-0.6125012424690116,-1.6316878737018699
TRM1161,Centro-Oeste,Varejo Físico,Pequeno,Profissional/Food Service,48,175,8,233.53,7,2492.08,10.2,8.6,0,0,1,1,1,1,1,1,1,0,Não,0,0,2492.08,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,311.51,7,0,0.6065835662699293,2.377326739067352,-0.46742771134777317,-0.6019908570861388,1.817408444692327,-0.6141837913716339,0.3341844125911236,0.902370587346469,-1.7332481841171674,-0.9396890283417427,-0.8682431421244592,-0.490186193019085,1.817408444692327
TRM1162,Sul,Varejo Físico,Pequeno,Doméstico,15,74,7,182.64,1,1283.86,10.7,8.1,4,5,0,0,1,0,0,0,0,0,Não,0,0,1283.86,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,183.4085714285714,1,0,-1.0430161163278495,0.08266379089751219,-0.572923548978347,-0.7513083208214673,-2.3215071373807095,-0.7717319121322321,0.45233500719772163,0.52949017935206,0.18235023403570624,-0.12147353146011812,-0.8682431421244592,-0.8738163057340252,-2.3215071373807095
TRM1163,Sul,Varejo Físico,Pequeno,Doméstico,37,97,5,149.65,4,821.81,0.0,7.5,6,4,0,1,1,0,1,0,1,0,Sim,0,1,821.81,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,164.362,4,0,0.056717005404003,0.6052107988965846,-0.7839152242394946,-0.8481050024608559,-0.252049346344191,-0.8319817914567214,-2.076087717383477,0.08203368975876955,1.140149443112143,-0.28511663083644306,-0.8682431421244592,-0.9308557816045208,-0.252049346344191
TRM1164,Sudeste,Distribuidor,Médio,Doméstico,84,87,8,420.9,2,3773.86,7.7,8.5,3,0,1,1,0,0,0,0,0,0,Não,0,0,3773.86,2,0,0,0,0,1,0,0,1,0,0,0,0,1,0,471.7325,2,0,2.4061468563765973,0.37801644759264,-0.46742771134777317,-0.05222443578355489,-1.6316878737018699,-0.44704367597169076,-0.25656856044186654,0.8277945057475875,-0.2965493705025122,-0.9396890283417427,0.4754664825919659,-0.01036191299400814,-1.6316878737018699
TRM1165,Sudeste,Marketplace,Pequeno,Doméstico,46,50,5,180.42,4,1180.86,16.3,7.0,1,12,1,1,1,0,0,0,1,0,Sim,0,0,1180.86,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,236.17199999999997,4,0,0.5066078279306699,-0.4626026522319546,-0.7839152242394946,-0.7578220714501258,-0.252049346344191,-0.7851627909774271,1.7756216667916203,-0.2908467182356394,-1.254348579578949,1.0240281641741564,-0.8682431421244592,-0.7158037037215721,-0.252049346344191
TRM1166,Nordeste,Varejo Físico,Pequeno,Profissional/Food Service,27,70,4,180.71,5,1012.81,13.3,6.1,2,5,1,1,1,0,1,0,1,0,Não,0,0,1012.81,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,253.2025,5,0,-0.44316168629229363,-0.008213949624065617,-0.8894110618700684,-0.7569711760977332,0.4377699173346484,-0.807075986996214,1.066718099152032,-0.9620314526255758,-0.7754489750407306,-0.12147353146011812,-0.8682431421244592,-0.6648018319434693,0.4377699173346484
TRM1167,Nordeste,Marketplace,Grande,Corporativo,41,35,33,1332.74,4,22650.383749999997,5.6,7.5,2,14,0,0,0,1,1,1,1,0,Não,0,1,52741.21,3,0,0,1,0,0,0,0,0,0,1,0,1,0,0,686.3752651515151,4,0,0.25666848208252163,-0.8033941791878714,2.169968229416572,2.623225281890289,-0.252049346344191,2.014396163879741,-0.7528010577895785,0.08203368975876955,-0.7754489750407306,1.3513143629268063,1.819176107308391,0.632436759173867,-0.252049346344191
TRM1168,Sudeste,Varejo Físico,Médio,Corporativo,22,166,11,605.56,3,7803.3,6.7,6.1,5,3,0,0,0,1,0,0,1,1,Sim,0,0,7803.3,2,1,0,0,0,1,0,0,0,0,0,1,1,0,0,709.3909090909091,3,0,-0.6931010321404419,2.1728518228938016,-0.15094019845605175,0.48959051515701796,-0.9418686100230305,0.07838273620290022,-0.49286974965506264,-0.9620314526255758,0.6612498385739246,-0.448759730212768,0.4754664825919659,0.7013625641172003,-0.9418686100230305
TRM1169,Centro-Oeste,Marketplace,Médio,Doméstico,101,80,10,451.26,4,5259.46,3.2,9.1,2,5,1,0,1,0,0,1,1,0,Não,0,0,5259.46,2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,525.946,4,0,3.2559406322603017,0.2189804016798789,-0.2564360360866256,0.03685550524620684,-0.252049346344191,-0.25332606808410035,-1.3199239119012491,1.275250995340878,-0.7754489750407306,-0.12147353146011812,0.4754664825919659,0.1519932718591773,-0.252049346344191
TRM1170,Sudeste,Atacado,Pequeno,Doméstico,19,29,5,194.95,5,1259.75,14.8,8.1,6,0,1,1,1,0,1,0,1,0,Não,0,0,1259.75,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,251.95,5,0,-0.843064639649331,-0.939710789970238,-0.7839152242394946,-0.7151892801733656,0.4377699173346484,-0.7748757809570637,1.421169882971826,0.52949017935206,1.140149443112143,-0.9396890283417427,-0.8682431421244592,-0.668552740278637,0.4377699173346484
TRM1171,Sudeste,Marketplace,Grande,Doméstico,29,142,22,850.59,2,20333.98,14.0,6.7,2,5,0,1,1,0,0,0,0,0,Não,0,0,20333.98,3,0,0,0,0,1,0,0,0,0,1,0,0,1,0,924.2718181818182,2,0,-0.3431859479530343,1.627585379764335,1.00951401548026,1.208538405490434,-1.6316878737018699,1.712344337444736,1.232128931601269,-0.5145749630322847,-0.7754489750407306,-0.12147353146011812,1.819176107308391,1.344874414797844,-1.6316878737018699
TRM1172,Sul,Distribuidor,Pequeno,Doméstico,44,52,5,195.19,5,1215.82,4.9,8.6,1,11,1,1,1,0,1,1,0,0,Não,0,0,1215.82,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,243.164,5,0,0.4066320895914107,-0.4171637819711657,-0.7839152242394946,-0.7144850909162133,0.4377699173346484,-0.7806041159829804,-0.9182118902388157,0.902370587346469,-1.254348579578949,0.8603850647978315,-0.8682431421244592,-0.6948645012628953,0.4377699173346484
TRM1173,Centro-Oeste,Marketplace,Pequeno,Doméstico,39,106,6,174.1,3,1182.85,8.45,8.2,6,2,1,1,1,0,0,0,0,0,Sim,1,0,1182.85,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,197.14166666666665,3,0,0.15669274374326234,0.8096857150701346,-0.6784193866089208,-0.7763657218884686,-0.9418686100230305,-0.7849033011822626,-0.07934266853196964,0.6040662609509416,1.140149443112143,-0.6124028295890929,-0.8682431421244592,-0.8326892946392361,-0.9418686100230305
TRM1174,Sul,Varejo Físico,Grande,Corporativo,42,12,33,934.29,6,22650.383749999997,2.6,8.9,2,9,0,1,1,1,1,1,0,1,Não,0,0,41530.12,3,0,0,0,0,0,1,0,0,0,0,1,1,0,0,686.3752651515151,6,0,0.3066563512521513,-1.3259411871869438,2.169968229416572,1.454124408922287,1.1275891810134877,2.014396163879741,-1.4617046254291668,1.126098832143115,-0.7754489750407306,0.5330988660451816,1.819176107308391,0.632436759173867,1.1275891810134877
TRM1175,Sul,Varejo Físico,Médio,Corporativo,23,125,8,593.36,3,5191.4,3.7,8.5,3,0,0,0,0,0,1,1,1,0,Sim,0,0,5191.4,2,1,0,0,0,0,1,0,0,0,0,1,1,0,0,648.925,3,0,-0.6431131629708123,1.241354982547629,-0.46742771134777317,0.4537942279184446,-0.9418686100230305,-0.2622008798724885,-1.201773317294651,0.8277945057475875,-0.2965493705025122,-0.9396890283417427,0.4754664825919659,0.5202830572089495,-0.9418686100230305
TRM1176,Sudeste,Varejo Físico,Médio,Profissional/Food Service,27,78,22,606.57,5,16226.22,8.1,8.0,7,11,1,1,1,0,1,0,1,0,Não,0,0,16226.22,2,0,0,0,0,1,0,0,0,0,0,1,0,0,1,737.5554545454545,5,0,-0.44316168629229363,0.17354153141908998,1.00951401548026,0.4925539782808674,0.4377699173346484,1.1767052414725172,-0.1620480847565882,0.45491409775317854,1.6190490476503614,0.8603850647978315,0.4754664825919659,0.7857079759348964,0.4377699173346484
TRM1177,Centro-Oeste,E-commerce,Médio,Doméstico,53,27,17,292.86,5,7016.72,11.4,7.9,2,0,1,1,1,0,0,1,1,0,Não,0,0,7016.72,2,0,1,0,0,0,0,0,0,1,0,0,0,1,0,412.74823529411765,5,0,0.8565229121180776,-0.985149660231027,0.482034827327391,-0.4279094044742889,0.4377699173346484,-0.024184843234512848,0.6177458396469592,0.38033801615429697,-0.7754489750407306,-0.9396890283417427,0.4754664825919659,-0.18700428435451338,0.4377699173346484
TRM1178,Norte,Marketplace,Médio,Doméstico,52,77,11,428.52,4,6768.32,0.2,8.8,4,12,1,1,0,0,0,1,1,0,Não,0,0,6768.32,2,0,0,0,1,0,0,0,0,0,1,0,0,1,0,615.3018181818181,4,0,0.8065350429484479,0.15082209628869553,-0.15094019845605175,-0.029866426868970418,-0.252049346344191,-0.05657542872137174,-2.0288274795408374,1.0515227505442335,0.18235023403570624,1.0240281641741564,0.4754664825919659,0.4195904640459335,-0.252049346344191
TRM1179,Nordeste,Distribuidor,Pequeno,Doméstico,39,155,9,231.36,4,2220.31,6.5,6.4,2,5,0,1,0,0,1,1,0,1,Não,0,0,2220.31,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,246.70111111111112,4,0,0.15669274374326234,1.9229380364594626,-0.36193187371719937,-0.6083579016195572,-0.252049346344191,-0.6496217519906502,-0.5401299874977019,-0.7383032078289299,-0.7754489750407306,-0.12147353146011812,-0.8682431421244592,-0.6842717830600362,-0.252049346344191
TRM1180,Norte,Marketplace,Pequeno,Doméstico,65,36,7,155.36,6,1271.33,12.0,7.7,1,17,1,1,1,0,1,1,1,0,Não,0,0,1271.33,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,181.6185714285714,6,0,1.4563773421536337,-0.7806747440574769,-0.572923548978347,-0.8313511663844414,1.1275891810134877,-0.7733657850635941,0.7595265531748767,0.23118585295653327,-1.254348579578949,1.842243661055781,-0.8682431421244592,-0.8791768853108317,1.1275891810134877
TRM1181,Norte,Varejo Físico,Pequeno,Doméstico,54,36,3,180.07,5,618.57,8.45,9.8,3,0,1,1,1,1,0,0,0,1,Não,1,0,618.57,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,206.19000000000003,5,0,0.9065107812877072,-0.7806747440574769,-0.9949068995006422,-0.758849014116806,0.4377699173346484,-0.858483653752813,-0.07934266853196964,1.7972835665330513,-0.2965493705025122,-0.9396890283417427,-0.8682431421244592,-0.8055919142644848,0.4377699173346484
TRM1182,Sudeste,Distribuidor,Pequeno,Doméstico,51,50,7,137.75,5,1185.79,8.9,9.6,1,0,1,1,1,1,1,0,0,0,Não,0,0,1185.79,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,169.39857142857142,5,0,0.7565471737788183,-0.4626026522319546,-0.572923548978347,-0.8830210531279891,0.4377699173346484,-0.7845199343492056,0.026992866613968866,1.648131403335287,-1.254348579578949,-0.9396890283417427,-0.8682431421244592,-0.9157725738184161,0.4377699173346484
TRM1183,Sudeste,Varejo Físico,Grande,Doméstico,9,61,30,1228.26,5,22650.383749999997,13.3,7.4,2,0,1,1,1,0,1,0,1,0,Sim,0,0,48965.62,3,1,0,0,0,1,0,0,0,0,0,1,0,1,0,755.0127916666665,5,0,-1.3429433313456276,-0.21268886579761567,1.8534807165248506,2.3166682252766693,0.4377699173346484,2.014396163879741,1.066718099152032,0.0074576081598880205,-0.7754489750407306,-0.9396890283417427,1.819176107308391,0.8379881127155646,0.4377699173346484
TRM1184,Nordeste,Varejo Físico,Pequeno,Corporativo,39,111,5,267.3,7,1903.61,14.9,6.6,4,0,1,1,1,0,1,1,1,1,Não,0,0,1903.61,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,380.722,7,0,0.15669274374326234,0.9232828907221069,-0.7839152242394946,-0.5029055603610052,1.817408444692327,-0.6909184445175752,1.4448000018931455,-0.5891510446311669,0.18235023403570624,-0.9396890283417427,-0.8682431421244592,-0.28291444236549007,1.817408444692327
TRM1185,Sudeste,Distribuidor,Médio,Doméstico,35,81,18,423.52,5,9583.06,7.1,9.1,3,0,1,1,1,0,1,1,0,0,Não,0,0,9583.06,2,0,0,0,0,1,0,0,1,0,0,0,0,1,0,532.3922222222222,5,0,-0.04325873293525633,0.24169983681027335,0.5875306649579648,-0.044537036392975966,0.4377699173346484,0.31045789089731174,-0.3983492739697843,1.275250995340878,-0.2965493705025122,-0.9396890283417427,0.4754664825919659,0.17129801330722252,0.4377699173346484
TRM1186,Sudeste,Atacado,Médio,Corporativo,70,50,15,732.39,5,14198.89,7.3,8.5,4,10,0,0,0,1,1,1,1,1,Não,0,0,14198.89,2,0,0,0,0,1,0,1,0,0,0,0,1,0,0,946.5926666666667,5,0,1.706316688001782,-0.4626026522319546,0.2710431520662434,0.8617251963429428,0.4377699173346484,0.9123477307033002,-0.35108903612714504,0.8277945057475875,0.18235023403570624,0.6967419654215066,0.4754664825919659,1.411719489951404,0.4377699173346484
TRM1187,Sul,Distribuidor,Médio,Doméstico,2,72,12,470.01,6,6926.2,11.4,7.8,1,5,1,1,1,0,1,0,1,1,Não,0,0,6926.2,2,0,0,0,0,0,1,0,1,0,0,0,0,1,0,577.1833333333333,6,0,-1.6928584155330353,0.03722492063672329,-0.04544436082547797,0.09187029096122765,1.1275891810134877,-0.035988368992445514,0.6177458396469592,0.3057619345554148,-1.254348579578949,-0.12147353146011812,0.4754664825919659,0.30543561970090677,1.1275891810134877
TRM1188,Nordeste,Varejo Físico,Pequeno,Profissional/Food Service,28,172,5,196.63,4,1137.46,2.7,5.9,6,1,1,1,1,0,0,1,0,0,Sim,0,0,1137.46,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,227.49200000000002,4,1,-0.39317381712266397,2.3091684336761684,-0.7839152242394946,-0.7102599553732997,-0.252049346344191,-0.7908220156558879,-1.438074506507847,-1.1111836158233388,1.140149443112143,-0.7760459289654178,-0.8682431421244592,-0.7417980225632931,-0.252049346344191
TRM1189,Sul,Distribuidor,Pequeno,Doméstico,33,91,5,159.03,6,1032.03,7.1,7.7,5,2,1,1,1,0,1,1,1,0,Não,0,0,1032.03,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,206.406,6,0,-0.14323447127451566,0.46889418811421785,-0.7839152242394946,-0.8205829389938215,1.1275891810134877,-0.804569758924324,-0.3983492739697843,0.23118585295653327,0.6612498385739246,-0.6124028295890929,-0.8682431421244592,-0.8049450510306355,1.1275891810134877
TRM1190,Centro-Oeste,Varejo Físico,Grande,Doméstico,15,54,20,1034.63,5,22406.89,11.2,7.4,3,0,1,1,1,0,0,0,1,1,Sim,0,0,22406.89,3,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1120.3445,5,0,-1.0430161163278495,-0.3717249117103768,0.7985223402191124,1.7485342008500306,0.4377699173346484,1.9826453380951568,0.5704856018043197,0.0074576081598880205,-0.2965493705025122,-0.9396890283417427,1.819176107308391,1.9320605677164107,0.4377699173346484
TRM1191,Sul,Atacado,Médio,Doméstico,17,49,13,372.82,4,5187.73,7.4,6.5,6,18,1,1,1,0,0,0,1,0,Sim,0,0,5187.73,2,1,0,0,0,0,1,1,0,0,0,0,0,1,0,399.0561538461538,4,0,-0.9430403779885903,-0.4853220873623491,0.06005147680509582,-0.1932970169663922,-0.252049346344191,-0.26267943642939984,-0.3274589172058253,-0.6637271262300484,1.140149443112143,2.005886760432106,0.4754664825919659,-0.22800846992653961,-0.252049346344191
TRM1192,Sul,Distribuidor,Médio,Doméstico,70,69,19,259.94,4,5304.95,11.4,7.4,0,0,1,0,1,0,0,1,1,0,Sim,0,0,5304.95,2,1,0,0,0,0,1,0,1,0,0,0,0,1,0,279.2078947368421,4,0,1.706316688001782,-0.03093338475446007,0.6930265025885386,-0.5245006975803415,-0.252049346344191,-0.24739431392227587,0.6177458396469592,0.0074576081598880205,-1.7332481841171674,-0.9396890283417427,0.4754664825919659,-0.5869225090869842,-0.252049346344191
TRM1193,Nordeste,Varejo Físico,Grande,Corporativo,41,110,24,1415.9,5,22650.383749999997,15.2,7.3,2,0,1,0,1,1,1,0,0,1,Não,0,0,44712.97,3,0,0,1,0,0,0,0,0,0,0,1,1,0,0,943.7659895833332,5,0,0.25666848208252163,0.9005634555917124,1.2205056907414076,2.8672268594935497,0.4377699173346484,2.014396163879741,1.5156903586571042,-0.06711847343899417,-0.7754489750407306,-0.9396890283417427,1.819176107308391,1.4032543349552338,0.4377699173346484
TRM1194,Sul,Varejo Físico,Médio,Doméstico,84,32,12,308.1,4,4448.33,8.45,7.0,0,11,1,1,1,0,0,0,1,0,Não,1,0,4448.33,2,0,0,0,0,0,1,0,0,0,0,1,0,1,0,370.69416666666666,4,0,2.4061468563765973,-0.8715524845790548,-0.04544436082547797,-0.3831933866451199,-0.252049346344191,-0.3590948909744216,-0.07934266853196964,-0.2908467182356394,-1.7332481841171674,0.8603850647978315,0.4754664825919659,-0.3129451678215161,-0.252049346344191
TRM1195,Sul,Varejo Físico,Pequeno,Profissional/Food Service,28,100,9,277.37,7,3560.97,8.5,8.4,3,3,1,1,1,1,1,0,1,1,Não,0,0,3560.97,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,395.6633333333333,7,0,-0.39317381712266397,0.6733691042877679,-0.36193187371719937,-0.47335895277965806,1.817408444692327,-0.4748038681790071,-0.06752760907130967,0.753218424148706,-0.2965493705025122,-0.448759730212768,-0.8682431421244592,-0.2381690757079898,1.817408444692327
TRM1196,Sudeste,Atacado,Médio,Doméstico,11,53,13,433.37,4,5669.51,14.0,9.0,3,21,1,1,1,0,0,0,1,0,Não,0,0,5669.51,2,0,0,0,0,1,0,1,0,0,0,0,0,1,0,436.11615384615385,4,0,-1.2429675930063682,-0.3944443468407713,0.06005147680509582,-0.01563593563068497,-0.252049346344191,-0.19985682662320475,1.232128931601269,1.2006749137419965,-0.2965493705025122,2.496816058561081,0.4754664825919659,-0.11702350952628762,-0.252049346344191
TRM1197,Norte,E-commerce,Pequeno,Doméstico,26,59,6,150.67,4,940.14,4.7,8.6,7,1,1,0,1,0,0,0,1,1,Não,0,0,940.14,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,156.69,4,0,-0.4931495554619233,-0.25812773605840456,-0.6784193866089208,-0.8451121981179588,-0.252049346344191,-0.8165519284105859,-0.9654721280814549,0.902370587346469,1.6190490476503614,-0.7760459289654178,-0.8682431421244592,-0.9538314053549454,-0.252049346344191
TRM1198,Sul,Marketplace,Médio,Doméstico,23,264,13,367.18,4,5931.39,8.6,5.2,12,12,1,1,1,0,0,0,1,0,Sim,0,0,5931.39,2,1,0,0,0,0,1,0,0,0,1,0,0,1,0,456.26076923076926,4,1,-0.6431131629708123,4.399356465672458,0.06005147680509582,-0.20984546450947042,-0.252049346344191,-0.16570849116709127,-0.043897490149990136,-1.6332161870155115,4.0135470703414535,1.0240281641741564,0.4754664825919659,-0.05669568058025837,-0.252049346344191
TRM1199,Sudeste,Distribuidor,Grande,Doméstico,47,93,20,626.91,3,10921.16,12.2,7.9,6,14,0,1,1,0,1,0,0,0,Não,0,0,10921.16,3,0,0,0,0,1,0,0,1,0,0,0,0,1,0,546.058,3,0,0.5565956971002997,0.5143330583750068,0.7985223402191124,0.5522340178245218,-0.9418686100230305,0.4849419586910549,0.8067867910175158,0.38033801615429697,1.140149443112143,1.3513143629268063,1.819176107308391,0.21222342629981034,-0.9418686100230305
TRM1200,Nordeste,Distribuidor,Médio,Corporativo,46,39,8,546.88,3,5380.1,7.7,7.5,6,1,0,0,1,0,0,1,0,1,Sim,0,0,5380.1,2,1,0,1,0,0,0,0,1,0,0,0,1,0,0,672.5125,3,0,0.5066078279306699,-0.7125164386662936,-0.46742771134777317,0.317416241783289,-0.9418686100230305,-0.23759498824056308,-0.25656856044186654,0.08203368975876955,1.140149443112143,-0.7760459289654178,0.4754664825919659,0.5909214207664495,-0.9418686100230305
TRM1201,Centro-Oeste,Varejo Físico,Pequeno,Profissional/Food Service,43,78,10,257.93,5,2731.81,1.5,5.6,2,0,1,1,1,0,1,0,1,0,Não,0,0,2731.81,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,273.181,5,1,0.35664422042178096,0.17354153141908998,-0.2564360360866256,-0.5303982826089917,0.4377699173346484,-0.5829237468516475,-1.7216359335636826,-1.3349118606199848,-0.7754489750407306,-0.9396890283417427,-0.8682431421244592,-0.6049714749182014,0.4377699173346484
TRM1202,Sudeste,Atacado,Pequeno,Profissional/Food Service,98,114,2,297.31,5,787.07,13.6,7.8,3,11,1,0,1,1,1,0,1,0,Não,0,0,787.07,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,393.535,5,0,3.1059770247514127,0.9914411961132902,-1.100402737131216,-0.414852561997924,0.4377699173346484,-0.8365117791371298,1.1376084559159905,0.3057619345554148,-0.2965493705025122,0.8603850647978315,-0.8682431421244592,-0.2445428747020138,0.4377699173346484
TRM1203,Sul,E-commerce,Grande,Doméstico,63,94,43,1074.21,4,22650.383749999997,9.9,7.2,5,10,1,1,1,0,0,0,1,0,Sim,0,0,50630.8,3,1,0,0,0,0,1,0,0,1,0,0,0,1,0,526.7531104651163,4,0,1.3564016038143742,0.5370524935054012,3.22492660572231,1.8646667458420583,-0.252049346344191,2.014396163879741,0.263294055827165,-0.1416945550378757,0.6612498385739246,0.6967419654215066,1.819176107308391,0.1544103555885231,-0.252049346344191
TRM1204,Sul,Distribuidor,Pequeno,Doméstico,18,6,6,177.02,4,1358.47,12.1,10.0,0,0,1,1,1,0,0,0,1,0,Não,0,0,1358.47,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,226.41166666666666,4,0,-0.8930525088189606,-1.4622577979693105,-0.6784193866089208,-0.7677980859264495,-0.252049346344191,-0.7620030007667951,0.7831566720961963,1.9464357297308144,-1.7332481841171674,-0.9396890283417427,-0.8682431421244592,-0.7450333369782709,-0.252049346344191
TRM1205,Sul,Distribuidor,Pequeno,Corporativo,55,57,6,256.0,4,2277.66,5.5,9.2,4,0,0,0,1,1,0,1,0,1,Não,0,0,2277.66,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,379.60999999999996,4,0,0.956498650457337,-0.30356660631919347,-0.6784193866089208,-0.5360611378852578,-0.252049346344191,-0.6421434908083984,-0.776431176710898,1.3498270769397596,0.18235023403570624,-0.9396890283417427,-0.8682431421244592,-0.28624459012493647,-0.252049346344191
TRM1206,Sul,Distribuidor,Pequeno,Doméstico,32,80,6,149.01,4,863.14,5.5,8.1,4,0,1,1,1,0,0,0,1,0,Não,0,0,863.14,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,143.85666666666665,4,0,-0.19322234044414532,0.2189804016798789,-0.6784193866089208,-0.8499828404799286,-0.252049346344191,-0.8265924883239841,-0.776431176710898,0.52949017935206,0.18235023403570624,-0.9396890283417427,-0.8682431421244592,-0.9922638660080277,-0.252049346344191
TRM1207,Sudeste,Atacado,Pequeno,Doméstico,28,76,8,246.74,3,2333.78,12.9,7.4,1,10,0,1,1,0,0,0,1,0,Não,0,0,2333.78,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,291.7225,3,0,-0.39317381712266397,0.1281026611583011,-0.46742771134777317,-0.563231106723716,-0.9418686100230305,-0.6348256177909968,0.9721976234667533,0.0074576081598880205,-1.254348579578949,0.6967419654215066,-0.8682431421244592,-0.5494445552403472,-0.9418686100230305
